avg_ttr,avg_words_number,avg_unique_words_number,avg_lines,avg_lexical_density,vision,audition,olfaction,tactition,gustation,interoception,I,thou,you,we,texts_with_love,love_percentage
0.64,116.14,74.21,14.0,0.82,60.71,21.43,28.57,35.71,46.43,53.57,96.43,71.43,3.57,7.14,20,71.43
