avg_ttr,avg_words_number,avg_unique_words_number,avg_lines,avg_lexical_density,vision,audition,olfaction,tactition,gustation,interoception,I,thou,you,we,texts_with_love,love_percentage
0.67,113.81,76.66,13.99,0.81,72.73,27.92,17.53,33.12,48.05,54.55,83.77,62.34,23.38,11.69,89,57.79
