avg_ttr,avg_words_number,avg_unique_words_number,avg_lines,avg_lexical_density,vision,audition,olfaction,tactition,gustation,interoception,I,thou,you,we,texts_with_love,love_percentage
0.68,112.64,76.82,14.0,0.84,63.64,54.55,9.09,36.36,63.64,54.55,81.82,36.36,63.64,0.0,5,45.45
