avg_ttr,avg_words_number,avg_unique_words_number,avg_lines,avg_lexical_density,vision,audition,olfaction,tactition,gustation,interoception,I,thou,you,we,texts_with_love,love_percentage
0.68,113.29,77.21,13.99,0.81,75.4,29.37,15.08,32.54,48.41,54.76,80.95,60.32,27.78,12.7,69,54.76
