avg_ttr,avg_words_number,avg_unique_words_number,avg_lines,avg_lexical_density,vision,audition,olfaction,tactition,gustation,interoception,I,thou,you,we,texts_with_love,love_percentage
0.7,110.76,77.65,14.0,0.81,70.59,29.41,23.53,47.06,58.82,58.82,41.18,70.59,23.53,5.88,4,23.53
